都道府県,市区町村,撮影場所,撮影日時,緯度,経度,"夜空の明るさ
（等級（mag/□”））",ばらつき,周辺状況,継続観察登録地点,備考,color
長野県,南木曽町,私設天文台「多幸知（たこうち）天文台」,2019-01-29T19:34+09:00,35.56277778,137.62722222,20.88,0.07,森林山間地,○,,orange
長野県,小海町,長野県南佐久郡小海町豊里,2019-02-01T20:00+09:00,36.05916667,138.43972222,20.97,0.12,森林山間地,○,,orange
長野県,富士見町,,2023-08-10T21:23+09:00,35.91861111 ,138.28055556 ,21.07,0.14,,,,red
長野県,飯田市,,2020-08-15T21:06+09:00,35.43361111,138.02833333,21.80,0.26,,,,red
長野県,松川町,,2020-01-15T19:20+09:00,35.61463066,137.8740728,20.71,0.09,,,,orange
長野県,喬木村,,2020-08-19T21:26+09:00,35.45083333,137.93750000,20.76,0.10,,,,orange
長野県,豊丘村,,2021-08-28T20:52+09:00,35.55166667 ,137.89583333 ,20.35,0.10,,,,orange
長野県,中川村,,2019-02-02T20:14+09:00,35.60472222,137.93055556,20.45,0.06,,,,orange
長野県,大鹿村,,2020-08-10T22:20+09:00,35.56083333,138.03444444,21.57,0.22,,,,red
長野県,天龍村,長野県天龍村神原ヒヤダ久保,2019-02-01T20:19+09:00,35.28138889,137.82055556,20.88,0.12,森林山間地,○,,orange
長野県,天龍村,長野県天龍村平岡和知野,2019-02-01T19:35+09:00,35.30555556,137.83916667,21.01,0.07,森林山間地,○,,red
長野県,北相木村,長野県南佐久郡北相木村栃原,2019-02-05T20:33+09:00,36.06138889,138.51611111,21.21,0.11,森林山間地,○,,red
長野県,木曽町,長野県木曽町開田高原 末川地区,2019-02-04T20:36+09:00,35.93222222,137.62916667,21.23,0.15,その他,○,,red
長野県,上松町,長野県木曽郡上松町倉本,2019-02-02T18:57+09:00,35.72250000,137.71527778,21.14,0.09,その他,○,,red
長野県,飯山市,長野県飯山市瑞穂,2019-02-05T21:10+09:00,36.88361111,138.41694444,20.64,0.15,住宅地域,○,,orange
長野県,上田市,長野県上田市　上田城跡公園,2019-02-05T20:47+09:00,36.40250000,138.24361111,18.32,0.15,住宅地域,○,,green
長野県,立科町,長野県北佐久郡立科町 蓼科第二牧場,2019-02-01T19:17+09:00,36.15111111,138.27972222,20.74,0.08,森林山間地,○,,orange
長野県,東御市,長野県東御市明神池,2019-02-01T19:55+09:00,36.32305556,138.32277778,19.96,0.10,森林山間地,○,,yellow
長野県,長和町,長野県小県郡長和町 美ケ原高原,2019-02-05T19:31+09:00,36.22888889,138.13805556,21.05,0.16,森林山間地,○,,red
長野県,南牧村,星と山の宿りんどう,2019-02-04T20:13+09:00,35.99777778,138.49805556,21.12,0.14,農業地域,○,,red
長野県,山形村,長野県 山形村 ミラ フード館 ,2019-02-06T19:47+09:00,36.17000000,137.88027778,20.09,0.10,農業地域,○,,orange
長野県,諏訪市,長野県諏訪市四賀霧ヶ峰車山肩,2019-02-08T20:10+09:00,36.10388889,138.18750000,20.66,0.07,自然公園等,○,,orange
長野県,安曇野市,長野県安曇野市明科七貴 上押野天王原,2019-02-06T20:29+09:00,36.36694444,137.89972222,20.39,0.08,農業地域,○,,orange
長野県,原村,八ヶ岳自然文化園,2023-08-10T20:16+09:00,35.97194444 ,138.26638889 ,21.33,0.16,自然公園等,○,,red
長野県,長野市,長野市戸隠植物園ミズバショウ園,2019-01-27T19:10+09:00,36.75500000,138.07166667,21.01,0.10,自然公園等,○,,red
長野県,長野市,長野市戸隠　戸隠自然園　入り口,2019-01-27T21:05+09:00,36.75250000,138.07666667,21.06,0.12,自然公園等,○,,red
長野県,長野市,長野市鬼無里南バス停付近,2019-02-01T19:03+09:00,36.66500000,137.92555556,20.50,0.21,森林山間地,○,,orange
長野県,長野市,長野市鬼無里大望峠,2019-02-01T19:45+09:00,36.72000000,138.04055556,20.72,0.23,森林山間地,○,,orange
長野県,長野市,長野市鬼無里　品沢高原,2019-02-01T19:55+09:00,36.73305556,138.03777778,21.03,0.10,森林山間地,○,,red
長野県,上田市,長野県上田市菅平 菅平牧場,2019-02-06T18:59+09:00,36.53805556,138.37250000,20.89,0.11,自然公園等,○,,orange
長野県,須坂市,長野県須坂市,2019-02-06T19:31+09:00,36.60277778,138.34166667,20.42,0.09,農業地域,○,,orange
長野県,長野市,長野市徳間　長野高専グランド,2019-02-06T20:16+09:00,36.67583333,138.23416667,19.03,0.08,住宅地域,○,,yellow
岐阜県,各務原市,,2019-01-27T19:41+09:00,35.42083333,136.88416667,18.35,0.15,,,,green
岐阜県,白川村,トヨタ白川郷自然學校敷地　お客様駐車場,2019-01-30T18:53+09:00,36.25722222,136.88083333,21.16,0.15,森林山間地,○,,red
岐阜県,八百津町,八百津町立潮見小学校校庭,2019-02-01T20:24+09:00,35.49861111,137.25527778,17.76,0.09,森林山間地,○,,blue
静岡県,富士宮市,,2019-01-26T20:54+09:00,35.22694444,138.63555556,19.15,0.08,,,,yellow
静岡県,富士宮市,静岡県富士宮市,2019-01-26T19:54+09:00,35.24722222,138.61416667,18.82,0.09,住宅地域,○,,green
静岡県,焼津市,,2019-02-01T20:27+09:00,34.77166667,138.29777778,19.71,0.10,,,,yellow
愛知県,尾張旭市,,2019-01-27T20:38+09:00,35.19361111,137.03055556,17.51,0.05,,,,blue
愛知県,みよし市,,2019-02-01T19:41+09:00,35.11000000,137.11750000,17.97,0.06,,,,blue
愛知県,一宮市,,2019-01-27T18:49+09:00,35.28277778,136.71638889,18.15,0.20,,,,green
愛知県,愛西市,,2019-01-27T19:18+09:00,35.14666667,136.67444444,18.59,0.16,,,,green
愛知県,弥富市,,2019-01-27T19:46+09:00,35.06333333,136.76083333,18.13,0.15,,,,green
愛知県,飛島村,,2019-01-27T20:03+09:00,35.04888889,136.81611111,17.92,0.14,,,,blue
愛知県,刈谷市,,2019-02-04T20:20+09:00,35.05305556,137.05305556,17.88,0.12,,,,blue
愛知県,西尾市,,2019-01-29T19:41+09:00,34.78583333,137.02500000,19.08,0.19,,,,yellow
愛知県,豊橋市,,2021-09-09T20:02+09:00,34.66750000 ,137.43805556 ,19.73,0.11,,,,yellow
愛知県,田原市,,2019-01-30T19:45+09:00,34.59611111,137.05611111,20.24,0.18,,,,orange
愛知県,豊根村,,2019-01-26T21:02+09:00,35.22916667,137.71972222,21.34,0.18,,,,red
愛知県,長久手市,,2021-01-16T18:35+09:00,35.15861111 ,137.09416667 ,18.03,0.13,,,,green
愛知県,岡崎市,,2019-02-06T19:19+09:00,35.01000000,137.35777778,19.74,0.15,,,,yellow
愛知県,新城市,,2019-02-06T19:57+09:00,35.05750000,137.50000000,20.36,0.16,,,,orange
愛知県,設楽町,,2022-01-31T20:18+09:00,35.18888889,137.5913889,20.86,0.08,,,,orange
三重県,亀山市,鈴鹿峠自然の家,2021-08-29T20:35+09:00,34.88194444 ,136.36000000 ,20.08,0.13,森林山間地,○,,orange
三重県,菰野町,アクアイグニス,2019-02-01T19:34+09:00,35.01305556,136.48277778,19.86,0.10,農業地域,○,,yellow
三重県,四日市市,近鉄四日市駅,2019-02-01T20:18+09:00,34.96638889,136.61777778,17.75,0.20,住宅地域,○,,blue
三重県,四日市市,,2021-01-17T18:37+09:00,34.97416667 ,136.48416667 ,19.34,0.13,,,,yellow
三重県,川越町,,2019-02-01T21:26+09:00,35.02277778,136.68333333,18.92,0.11,,,,green
三重県,四日市市,三滝川久保田橋下,2019-01-30T19:55+09:00,34.97611111,136.60388889,17.39,0.26,住宅地域,○,,blue
滋賀県,湖南市,滋賀県湖南市 石部南まちづくりセンター,2019-01-29T20:47+09:00,34.99388889,136.06166667,19.12,0.07,住宅地域,○,,yellow
滋賀県,長浜市,,2019-02-05T19:40+09:00,35.54638889,136.22083333,20.35,0.07,,,,orange
京都府,京都市,,2020-08-18T22:02+09:00,35.07444444,135.76111111,19.13,0.08,,,,yellow
京都府,綾部市,京都府綾部市睦寄町草壁,2019-02-05T19:54+09:00,35.38583333,135.48416667,20.91,0.11,森林山間地,○,,orange
京都府,京田辺市,,2019-01-27T20:37+09:00,34.82166667,135.78805556,18.15,0.13,,,,green
大阪府,大阪市,大阪府大阪市旭区中宮,2019-02-08T20:03+09:00,34.72416667,135.53944444,16.53,0.19,住宅地域,○,,blue
大阪府,大阪市,,2019-01-26T20:05+09:00,34.69083333,135.46055556,17.13,0.00,,,,blue
大阪府,枚方市,大阪府 枚方市 ひらパー,2019-01-26T20:50+09:00,34.81138889,135.63916667,17.41,0.45,住宅地域,○,,blue
兵庫県,洲本市,洲本市五色町志米山 洲本五色,2019-01-29T21:38+09:00,34.42500000,134.78750000,20.79,0.14,住宅地域,○,,orange
兵庫県,西脇市,にしわき経緯度地球科学館屋上,2023-01-21T20:24+09:00,34.99972222,134.9986111,19.98,0.05,農業地域,○,,yellow
兵庫県,姫路市,兵庫県姫路市名古山霊苑駐車場,2019-01-30T19:55+09:00,34.84166667,134.67527778,17.62,0.11,住宅地域,○,,blue
兵庫県,神戸市,,2019-02-01T18:45+09:00,34.73388889,135.20666667,17.38,0.08,,,,blue
兵庫県,三田市,兵庫県三田市,2019-02-04T21:31+09:00,34.88027778,135.20500000,17.87,0.33,住宅地域,○,,blue
兵庫県,香美町,,2021-09-09T21:19+09:00,35.58333333 ,134.60638889 ,21.15,0.08,,,,red
奈良県,五條市,,2019-01-30T19:36+09:00,34.21472222,135.73000000,20.17,0.10,,,,orange
奈良県,奈良市,,2019-01-30T19:50+09:00,34.69805556,135.75500000,17.33,0.16,,,,blue
和歌山県,みなべ町,,2019-02-06T20:42+09:00,33.79555556,135.32138889,21.69,0.17,,,,red
鳥取県,八頭町,,2020-08-19T22:21+09:00,35.34222222,134.26194444,21.23,0.10,,,,red
鳥取県,鳥取市,鳥取県鳥取市河原町曳田 桜広場駐車場,2019-02-06T19:48+09:00,35.39388889,134.20027778,18.88,0.28,住宅地域,○,,green
鳥取県,鳥取市,鳥取県鳥取市倉田 倉田スポーツ広場,2019-02-06T20:02+09:00,35.44722222,134.21166667,18.71,0.13,その他,○,,green
鳥取県,若桜町,鳥取県八頭郡若桜町 中之島公園,2019-02-06T21:46+09:00,35.34472222,134.40111111,18.42,0.38,森林山間地,○,,green
鳥取県,倉吉市,鳥取県倉吉市関金町関金宿,2019-01-29T20:49+09:00,35.35611111,133.76027778,21.05,0.17,農業地域,○,,red
鳥取県,鳥取市,鳥取県鳥取市　湖山池青島公園,2019-02-05T19:32+09:00,35.49805556,134.15583333,19.83,0.14,住宅地域,○,,yellow
鳥取県,伯耆町,,2020-08-13T22:00+09:00,35.35638889,133.48805556,21.53,0.20,,,,red
鳥取県,日吉津村,,2019-02-06T19:51+09:00,35.44805556,133.37277778,19.05,0.15,,,,yellow
島根県,浜田市,島根県浜田市三隅町 三保公民館,2019-01-27T19:55+09:00,34.78916667,131.94305556,21.49,0.17,住宅地域,○,,red
島根県,浜田市,島根県浜田市竹迫町 海の見える文化公園,2019-02-05T20:55+09:00,34.88722222,132.07611111,16.53,0.00,住宅地域,○,,blue
島根県,津和野町,,2019-02-05T19:30+09:00,34.53305556,131.83972222,20.61,0.20,,,,orange
岡山県,久米南町,,2019-02-06T19:37+09:00,34.89277778,134.00083333,20.24,0.05,,,,orange
岡山県,赤磐市,赤磐市竜天天文台公園,2019-02-06T20:07+09:00,34.89361111,134.00222222,20.27,0.04,森林山間地,○,,orange
岡山県,倉敷市,岡山県倉敷市 ライフパーク倉敷科学センター 屋上,2019-01-26T19:52+09:00,34.53583333,133.76888889,18.71,0.10,工業地域,○,,green
岡山県,浅口市,岡山県浅口市,2019-02-02T20:47+09:00,34.52638889,133.60250000,19.55,0.07,住宅地域,○,,yellow
岡山県,岡山市,,2019-01-29T21:44+09:00,34.82444444,133.85583333,20.63,0.12,,,,orange
岡山県,岡山市,岡山ももたろう空港　第４駐車場,2019-01-29T21:45+09:00,34.75694444,133.85027778,19.98,0.11,森林山間地,○,,yellow
岡山県,吉備中央町,,2019-01-29T21:12+09:00,34.89527778,133.82166667,21.20,0.15,,,,red
岡山県,瀬戸内市,岡山県瀬戸内市牛窓町牛窓,2019-02-06T19:26+09:00,34.61361111,134.16611111,19.72,0.11,住宅地域,○,,yellow
広島県,福山市,,2019-02-01T20:08+09:00,34.51638889,133.43972222,19.08,0.08,,,,yellow
徳島県,海陽町,徳島県海部郡海陽町大里字五反田,2019-02-01T21:30+09:00,33.61500000,134.37500000,21.49,0.06,その他,○,,red
高知県,高知市,,2021-01-12T20:34+09:00,33.46500000 ,133.47500000 ,20.54,0.09,,,,orange
高知県,芸西村,,2019-01-27T20:55+09:00,33.53055556,133.82500000,21.18,0.11,,,,red
高知県,高知市,土佐塾中学・高等学校,2020-08-16T22:16+09:00,33.53638889,133.52944444,19.58,0.08,その他,○,,yellow
福岡県,飯塚市,福岡県飯塚市川津,2019-01-29T21:04+09:00,33.64777778,130.67250000,18.48,0.09,住宅地域,○,,green
福岡県,大牟田市,リフレスおおむた,2019-02-04T20:30+09:00,33.07333333,130.53527778,19.68,0.11,農業地域,○,,yellow
長崎県,佐世保市,長崎県佐世保市江迎町奧川内 白岳自然公園,2019-02-04T21:56+09:00,33.30805556,129.66527778,20.56,0.07,自然公園等,○,,orange
長崎県,佐世保市,長崎県佐世保市星和台町,2019-02-02T20:25+09:00,33.17416667,129.68000000,18.84,0.05,住宅地域,○,,green
大分県,竹田市,,2019-02-02T18:56+09:00,32.95055556,131.37555556,20.09,0.24,,,,orange
鹿児島県,中種子町,鹿児島県熊毛郡中種子町,2019-01-26T20:12+09:00,30.55805556,130.97833333,21.76,0.17,農業地域,○,,red
鹿児島県,薩摩川内市,,2019-01-27T20:14+09:00,31.82750000,130.23861111,21.15,0.19,,,,red
沖縄県,うるま市,沖縄県うるま市与那城屋平 海中道路ロードパーク,2019-02-06T19:58+09:00,26.33166667,127.92888889,18.40,0.16,その他,○,,green
北海道,伊達市,北湯沢温泉,2021-09-01T20:50+09:00,42.62416667 ,141.02555556 ,21.14,0.10,森林山間地,○,,red
北海道,釧路市,,2020-08-19T20:26+09:00,43.07361111,144.32027778,20.67,0.27,,,,orange
青森県,十和田市,十和田湖付近,2021-09-02T20:29+09:00,40.42777778 ,140.89694444 ,21.44,0.26,自然公園等,○,,red
岩手県,二戸市,二戸市福岡 古梅児童公園の近辺,2020-08-12T21:56+09:00,40.27138889,141.31472222,20.82,0.12,住宅地域,○,,orange
岩手県,陸前高田市,,2020-08-19T20:44+09:00,38.93833333,141.70277778,21.39,0.10,,,,red
宮城県,栗原市,,2020-08-13T21:39+09:00,38.73833333,141.03027778,20.35,0.09,,,,orange
福島県,いわき市,,2020-08-20T21:07+09:00,36.95277778,140.88250000,18.35,0.06,,,,green
千葉県,いすみ市,,2020-08-20T20:00+09:00,35.28250000,140.29722222,20.39,0.09,,,,orange
千葉県,鎌ケ谷市,,2020-08-19T20:36+09:00,35.77833333,139.99083333,17.65,0.04,,,,blue
千葉県,鴨川市,鴨川市内,2023-08-11T21:30+09:00,35.13888889 ,139.99694444 ,20.31,0.13,農業地域,○,,orange
東京都,三鷹市,,2020-08-11T21:14+09:00,35.67444444,139.53777778,17.69,0.07,,,,blue
東京都,港区,,2020-08-11T20:08+09:00,35.64222222,139.75611111,16.73,0.08,,,,blue
東京都,杉並区,,2020-08-14T20:05+09:00,35.72722222,139.61111111,16.67,0.12,,,,blue
東京都,立川市,立川市 お庭天文台,2021-01-09T20:22+09:00,35.69638889 ,139.39055556 ,17.96,0.08,住宅地域,○,,blue
神奈川県,相模原市,相模原市南区下溝,2020-08-11T20:30+09:00,35.53833333,139.37388889,17.99,0.08,農業地域,○,,blue
神奈川県,川崎市,,2020-08-21T20:16+09:00,35.56777778,139.65361111,16.08,0.41,,,,blue
神奈川県,清川村,神奈川県清川村内,2022-08-31T21:37+09:00,35.46222222,139.21361111,19.64,0.00,森林山間地,○,,yellow
神奈川県,藤沢市,藤沢市内,2022-08-18T20:27+09:00,35.39750000,139.46944444,17.78,0.11,商業地域,○,,blue
新潟県,上越市,,2020-08-10T21:47+09:00,37.16111111,138.14777778,20.85,0.12,,,,orange
新潟県,佐渡市,,2020-08-19T20:16+09:00,38.06055556,138.41861111,21.17,0.15,,,,red
富山県,氷見市,,2021-09-05T20:03+09:00,36.89138889 ,136.99611111 ,20.68,0.12,,,,orange
富山県,上市町,富山県中新川郡上市町伊折　番場島,2020-08-21T22:27+09:00,36.64694444,137.55444444,21.27,0.14,自然公園等,○,,red
富山県,黒部市,富山県黒部市黒部市吉田科学館,2021-09-06T20:04+09:00,36.90138889 ,137.42527778 ,20.13,0.12,住宅地域,○,,orange
富山県,富山市,富山県富山市三熊　古洞ダム付近,2021-09-06T19:51+09:00,36.65972222 ,137.10333333 ,19.88,0.09,自然公園等,○,,yellow
福井県,おおい町,大飯郡おおい町名田庄納田終,2020-08-14T20:47+09:00,35.39666667,135.57111111,21.14,0.26,森林山間地,○,,red
福井県,おおい町,大飯郡おおい町名田庄三重,2022-08-28T20:27+09:00,35.41333333,135.68194444,21.24,0.27,農業地域,○,,red
福井県,大野市,大野市下据,2020-08-14T21:02+09:00,35.96722222,136.51277778,20.84,0.10,農業地域,○,,orange
福井県,大野市,大矢戸天文台,2020-08-14T21:26+09:00,36.01777778,136.47972222,21.01,0.13,森林山間地,○,,red
山梨県,富士河口湖町,南都留郡富士河口湖町大石,2020-08-11T21:02+09:00,35.52416667,138.73027778,20.69,0.11,農業地域,○,,orange
山梨県,小菅村,,2020-08-15T20:56+09:00,35.72750000,138.94916667,20.72,0.13,,,,orange
山梨県,丹波山村,北都留郡小菅村 小菅村ヘリポート,2020-08-19T21:06+09:00,35.78527778,138.97805556,20.32,0.15,森林山間地,○,,orange
山梨県,忍野村,,2020-08-21T21:29+09:00,35.45555556,138.87055556,17.92,0.26,,,,blue
長野県,塩尻市,塩尻東地区センター,2022-01-31T20:45+09:00,36.10138889,137.9747222,19.97,0.1,農業地域,○,,yellow
長野県,塩尻市,塩尻市役所北側駐車場,2023-08-10T21:26+09:00,36.11527778 ,137.95333333 ,19.28,0.13,住宅地域,○,,yellow
長野県,塩尻市,いこいの森公園,2020-08-15T20:15+09:00,36.07138889,138.00361111,20.44,0.10,自然公園等,○,,orange
長野県,塩尻市,平出遺跡公園,2020-08-14T22:22+09:00,36.10361111,137.94250000,20.39,0.12,自然公園等,○,,orange
長野県,上田市,上田千曲高校周辺,2022-08-28T22:27+09:00,36.40333333,138.22833333,19.47,0.10,住宅地域,○,,yellow
長野県,岡谷市,いこいの森公園,2020-08-14T20:57+09:00,36.06250000,138.01611111,20.14,0.22,自然公園等,○,,orange
長野県,飯島町,,2020-08-15T21:49+09:00,35.67694444,137.91055556,20.96,0.12,,,,orange
長野県,千曲市,,2022-08-18T22:09+09:00,36.53416667,138.13666667,20.07,0.10,,,,orange
長野県,千曲市,千曲市 中央公園,2022-08-18T21:49+09:00,36.52805556,138.11055556,20.06,0.10,住宅地域,○,,orange
長野県,野沢温泉村,,2020-08-18T21:04+09:00,36.95944444,138.44750000,21.27,0.17,,,,red
長野県,諏訪市,諏訪市四賀霧ヶ峰車山肩,2020-08-13T21:37+09:00,36.10388889,138.18722222,21.45,0.15,自然公園等,○,,red
長野県,下諏訪町,諏訪郡下諏訪町八島湿原,2020-08-18T21:12+09:00,36.12055556,138.15972222,21.40,0.12,自然公園等,○,,red
長野県,高山村,,2020-08-19T20:17+09:00,36.63555556,138.45305556,21.28,0.10,,,,red
長野県,小布施町,,2021-09-06T22:01+09:00,36.70805556 ,138.33722222 ,20.62,0.12,,,,orange
長野県,佐久穂町,,2020-08-19T21:58+09:00,36.07500000,138.38222222,21.20,0.07,,,,red
長野県,南相木村,,2020-08-11T20:43+09:00,36.00416667,138.56916667,21.54,0.15,,,,red
長野県,中野市,,2022-08-28T20:53+09:00,36.83666667,138.29444444,21.23,0.14,,,,red
長野県,宮田村,,2020-08-15T21:22+09:00,35.74611111,137.89444444,21.02,0.15,,,,red
長野県,栄村,,2023-08-16T21:40+09:00,36.88555556 ,138.59972222 ,21.90,0.16,,,,red
長野県,木島平村,,2020-08-18T21:55+09:00,36.81611111,138.40333333,21.26,0.14,,,,red
長野県,坂城町,,2023-08-10T21:32+09:00,36.43444444 ,138.19472222 ,20.13,0.05,,,,orange
長野県,信濃町,,2020-08-19T20:34+09:00,36.79833333,138.19777778,20.75,0.11,,,,orange
長野県,川上村,,2020-08-11T21:54+09:00,35.93388889,138.54611111,21.62,0.24,,,,red
長野県,木曽町,木曽町開田高原 末川地区,2020-08-14T21:47+09:00,35.93250000,137.62916667,21.64,0.25,その他,○,,red
長野県,筑北村,,2020-08-16T21:18+09:00,36.44027778,138.00472222,21.02,0.15,,,,red
長野県,麻績村,,2020-08-16T21:27+09:00,36.43805556,138.01027778,20.90,0.12,,,,orange
長野県,生坂村,,2020-08-16T22:01+09:00,36.41388889,137.93416667,20.84,0.12,,,,orange
静岡県,静岡市,,2020-01-24T18:52+09:00,35.43095434,138.2072262,21.14,0.45,,,,red
静岡県,袋井市,,2020-08-15T20:50+09:00,34.75527778,137.91444444,18.25,0.30,,,,green
愛知県,東栄町,スターフォレスト御園,2020-08-14T21:19+09:00,35.11805556,137.71916667,21.89,0.33,森林山間地,○,,red
大阪府,河内長野市,,2020-08-14T21:28+09:00,34.47361111,135.56916667,17.99,0.11,,,,blue
大阪府,交野市,,2020-08-16T20:28+09:00,34.79222222,135.69305556,17.57,0.32,,,,blue
兵庫県,たつの市,,2020-01-18T20:46+09:00,34.86374117,134.506664,20.47,0.19,,,,orange
兵庫県,神戸市,神戸市西区井吹台 西神南,2020-01-21T20:18+09:00,34.69879306,135.031314,19.05,0.06,住宅地域,○,,yellow
鳥取県,鳥取市,鳥取市 湖山池青島公園,2020-08-19T20:39+09:00,35.49805556,134.15583333,19.86,0.16,住宅地域,○,,yellow
島根県,浜田市,浜田市三隅町 三保公民館,2022-08-28T20:25+09:00,34.78916667,131.94305556,21.27,0.04,住宅地域,○,,red
岡山県,奈義町,,2020-08-14T21:25+09:00,35.14305556,134.19027778,21.24,0.19,,,,red
岡山県,岡山市,河原邸,2020-08-17T21:35+09:00,34.82444444,133.85611111,19.78,0.11,森林山間地,○,,yellow
岡山県,新見市,,2020-08-20T21:16+09:00,34.96555556,133.40638889,21.27,0.16,,,,red
岡山県,高梁市,,2020-01-21T19:47+09:00,34.85908593,133.4714909,21.34,0.78,,,,red
岡山県,倉敷市,倉敷市 ライフパーク倉敷科学センター 屋上,2023-01-24T19:46+09:00,34.53611111,133.7688889,18.65,0.09,工業地域,○,,green
高知県,津野町,,2020-08-14T21:32+09:00,33.47444444,132.99111111,21.73,0.16,,,,red
高知県,芸西村,芸西天文台,2023-08-11T21:05+09:00,33.53055556 ,133.82472222 ,21.46,0.25,森林山間地,○,,red
福岡県,北九州市,九州工業大学 戸畑キャンパス運動場,2020-08-13T21:30+09:00,33.89000000,130.83972222,18.44,0.20,住宅地域,○,,green
福岡県,福岡市,福岡市中央区草香江,2020-08-14T20:49+09:00,33.57916667,130.37250000,17.82,0.13,住宅地域,○,,blue
福岡県,福岡市,,2020-08-23T21:19+09:00,33.59472222,130.41638889,16.56,0.21,,,,blue
福岡県,太宰府市,,2020-08-17T21:12+09:00,33.52416667,130.54055556,19.07,0.15,,,,yellow
長崎県,佐世保市,佐世保市江迎町奧川内 白岳自然公園,2021-08-28T21:09+09:00,33.30805556 ,129.66472222 ,20.87,0.19,自然公園等,○,,orange
大分県,由布市,,2020-08-15T21:33+09:00,33.25833333,131.36305556,19.57,0.09,,,,yellow
宮崎県,宮崎市,,2021-09-01T21:57+09:00,31.90722222 ,131.39083333 ,18.51,0.24,,,,green
鹿児島県,肝付町,,2020-08-15T22:09+09:00,31.34555556,130.93055556,20.95,0.14,,,,orange
鹿児島県,瀬戸内町,,2020-08-17T21:03+09:00,28.17472222,129.32666667,21.88,0.16,,,,red
鹿児島県,与論町,与論町内,2020-08-19T20:48+09:00,27.02861111,128.42972222,21.98,0.18,農業地域,○,,red
鹿児島県,与論町,,2020-08-19T22:01+09:00,27.02000000,128.44694444,21.96,0.25,,,,red
青森県,弘前市,,2021-09-06T20:03+09:00,40.56138889 ,140.48555556 ,19.75,0.12,,,,yellow
福島県,飯舘村,,2020-01-26T20:11+09:00,37.7243662,140.8172071,21.33,0.62,,,,red
栃木県,宇都宮市,,2020-01-21T19:36+09:00,36.50733023,139.8533472,18.26,0.13,,,,green
東京都,板橋区,板橋区志村２丁目 城山公園,2020-01-21T19:44+09:00,35.77661753,139.6876779,16.85,0.12,住宅地域,○,,blue
東京都,小笠原村,,2020-01-20T20:16+09:00,27.06018632,142.1955353,21.99,0.14,,,,red
山梨県,大月市,,2023-02-09T19:21+09:00,35.71027778,138.9391667,20.29,0.04,,,,orange
長野県,岡谷市,塩嶺王城パーク駐車場,2023-08-11T20:52+09:00,36.06250000 ,138.01611111 ,20.29,0.07,自然公園等,○,,orange
長野県,泰阜村,,2020-01-21T18:32+09:00,35.37542168,137.8386462,20.78,0.09,,,,orange
長野県,阿南町,,2020-01-21T19:02+09:00,35.32533237,137.8209463,21.41,0.09,,,,red
長野県,長野市,鬼無里　大望峠,2022-08-18T20:00+09:00,36.71972222,138.04027778,21.20,0.09,森林山間地,○,,red
長野県,長野市,鬼無里　文道　ふるさとの館跡駐車場,2022-08-18T20:36+09:00,36.69083333,138.01500000,21.36,0.01,森林山間地,○,,red
長野県,長野市,旧鬼無里中学校跡地駐車場,2022-08-18T21:02+09:00,36.68277778,138.00222222,21.22,0.21,その他,○,,red
長野県,長野市,鬼無里小中学校横グランド,2022-08-18T21:14+09:00,36.67972222,138.00361111,21.19,0.15,その他,○,,red
長野県,長野市,鬼無里　松原,2023-08-11T22:29+09:00,36.67805556 ,137.99111111 ,21.16,0.26,その他,○,,red
長野県,長野市,鬼無里東京　加茂神社参道,2023-08-11T22:14+09:00,36.68805556 ,137.96611111 ,21.21,0.17,その他,○,,red
長野県,長野市,鬼無里日影　押切,2022-08-18T22:05+09:00,36.66777778,137.92750000,21.40,0.00,その他,○,,red
長野県,上松町,木曽郡上松町　上松駅前ふれあい広場,2020-01-21T19:16+09:00,35.78360158,137.6935612,18.59,0.58,住宅地域,○,,green
愛知県,名古屋市,名古屋市内,2020-01-21T18:46+09:00,35.2161161,136.8673987,17.25,0.25,住宅地域,○,,blue
三重県,菰野町,,2020-01-21T19:33+09:00,35.04637497,136.4783987,19.6,0.1,,,,yellow
滋賀県,彦根市,多賀町中央公民館 多賀結いの森,2020-01-21T19:33+09:00,35.24104866,136.2046444,19.13,0.19,住宅地域,○,,yellow
大阪府,大阪市,大阪市旭区中宮,2020-01-21T19:13+09:00,34.724575,135.53956,16.78,0.1,住宅地域,○,,blue
広島県,東広島市,,2020-01-21T20:24+09:00,34.53187933,132.7754751,20.49,0.36,,,,orange
北海道,足寄郡　陸別町,りくべつ宇宙地球科学館（銀河の森天文台）,2021-08-31T20:37+09:00,43.45638889 ,143.76583333 ,21.91,0.13,森林山間地,○,,red
北海道,伊達市,,2022-08-28T21:51+09:00,42.63500000,141.06055556,21.58,0.14,,,,red
北海道,稚内市,,2021-09-04T21:22+09:00,45.39666667 ,141.72083333 ,20.34,0.09,,,,orange
北海道,利尻郡　利尻富士町,,2021-09-06T21:19+09:00,45.22722222 ,141.24722222 ,21.92,0.18,,,,red
北海道,有珠郡　壮瞥町,壮瞥町森と木の里センター周辺,2021-08-31T20:41+09:00,42.57138889 ,140.90916667 ,21.17,0.13,森林山間地,○,,red
北海道,千歳市,,2021-09-10T18:44+09:00,42.80444444 ,141.32555556 ,20.42,0.21,,,,orange
青森県,三戸郡　階上町,,2021-09-05T19:46+09:00,40.42888889 ,141.55861111 ,20.67,0.07,,,,orange
